10941830031106651	66802286602741118	226626778103141587	3.5949002418781273	21.947659174332617	74.45744058378925
17216689093512835	105200155087936490	356840265294299914	3.5923700980348237	21.950671780959713	74.45695812100546
27121409868696318	165823795217446468	562212653693020164	3.591488793156777	21.95882533560969	74.44968587123354
42768350312372115	261551129545979101	886233396605457772	3.592310023172012	21.96887972946155	74.43881024736645
67482637982568174	412619044440954738	1397365193771323239	3.5943450634579786	21.977434045453304	74.42822089108871
106482309028441816	650773248493126836	2203222971531153596	3.5967938285474896	21.982028989798405	74.4211771816541
167943824633912581	1025804030869047129	3472862372435704163	3.5988397665707077	21.98178079513972	74.41937943828957
264684360183502366	1615898847046103136	5471956824132957852	3.5999036938864704	21.977423314302538	74.422672991811
416834011160196972	2544094936999529669	8618476587749374748	3.5997876563485542	21.97085963618764	74.4293527074638
656091660138573292	4004427824291599225	13570907110662000196	3.5986852521743447	21.96442392154641	74.43689082627925
1032494968028309617	6303377554525095683	21367901084987987319	3.5970704832936686	21.960100580186428	74.4428289365199
1625147007506473024	9925291914217976367	33648852801045007945	3.5955143223799544	21.958954523214445	74.4455311544056
2559125003156499129	15635228425032053544	53001336343703846313	3.594494289409673	21.96091993086461	74.44458577972571
4032011207542253871	24640139349225516040	83507119298146197233	3.5942569538534337	21.964966772464837	74.44077627368173
6355405872458222658	38841257404705804295	131599190123433397170	3.5947708898226605	21.96955225906591	74.43567685111142
10019863759729914355	61229709753343906576	207407051962317902085	3.595774456335248	21.97317564184424	74.43104990182051
15796669743429237989	96508197364244990283	326871016461680768786	3.5968891586312743	21.974839916045696	74.42827092532303
